"outer iteration","expectation estimate","lower bound","upper bound"
5.8100000000000000e+02,1.0042007329456393e+00,9.8518003403499399e-01,1.0232317054034099e+00
5.8200000000000000e+02,1.0042058697192020e+00,9.8521182732644974e-01,1.0231982301046219e+00
5.8300000000000000e+02,1.0042050287155357e+00,9.8526840585246811e-01,1.0231898810352327e+00
5.8400000000000000e+02,1.0042291434438504e+00,9.8504823599115954e-01,1.0229171896851903e+00
5.8500000000000000e+02,1.0039827128381749e+00,9.8524828680442988e-01,1.0230585285576370e+00
5.8600000000000000e+02,1.0041534076810334e+00,9.8537981758509163e-01,1.0231276927180919e+00
5.8700000000000000e+02,1.0042537551515918e+00,9.8596340913561864e-01,1.0237170247303373e+00
5.8800000000000000e+02,1.0048402169329780e+00,9.8598870453596565e-01,1.0236782315802839e+00
5.8900000000000000e+02,1.0048334680581248e+00,9.8664333722148267e-01,1.0243598729204955e+00
5.9000000000000000e+02,1.0055016050709891e+00,9.8729742923348918e-01,1.0250408008574872e+00
5.9100000000000000e+02,1.0061691150454881e+00,9.8699444577172513e-01,1.0246954464906497e+00
5.9200000000000000e+02,1.0058449461311874e+00,9.8749889585848249e-01,1.0251868063192373e+00
5.9300000000000000e+02,1.0063428510888599e+00,9.8703491072073002e-01,1.0247049401552786e+00
5.9400000000000000e+02,1.0058699254380044e+00,9.8681106040187760e-01,1.0244304398378605e+00
5.9500000000000000e+02,1.0056207501198691e+00,9.8677308531789221e-01,1.0243303186619044e+00
5.9600000000000000e+02,1.0055517019898983e+00,9.8723477525989678e-01,1.0247706901066644e+00
5.9700000000000000e+02,1.0060027326832806e+00,9.8717398484225749e-01,1.0246488375291578e+00
5.9800000000000000e+02,1.0059114111857077e+00,9.8781350485192498e-01,1.0253127742925197e+00
5.9900000000000000e+02,1.0065631395722223e+00,9.8818375015622184e-01,1.0256458488970384e+00
6.0000000000000000e+02,1.0069147995266301e+00,9.8790602916923176e-01,1.0253242088026364e+00
6.0100000000000000e+02,1.0066151189859340e+00,9.8751581449193271e-01,1.0249054184625566e+00
6.0200000000000000e+02,1.0062106164772446e+00,9.8812966756495924e-01,1.0255368419568147e+00
6.0300000000000000e+02,1.0068332547608869e+00,9.8817174896513815e-01,1.0255170163821161e+00
6.0400000000000000e+02,1.0068443826736271e+00,9.8854939382457863e-01,1.0258596033361869e+00
6.0500000000000000e+02,1.0072044985803827e+00,9.8907533283946192e-01,1.0263803283407822e+00
6.0600000000000000e+02,1.0077278305901221e+00,9.8900343238334232e-01,1.0262490943875942e+00
6.0700000000000000e+02,1.0076262633854682e+00,9.8884023245274599e-01,1.0260320890390888e+00
6.0800000000000000e+02,1.0074361607459175e+00,9.8878502172771310e-01,1.0259173004070019e+00
6.0900000000000000e+02,1.0073511610673576e+00,9.8871391888227955e-01,1.0257874144905073e+00
6.1000000000000000e+02,1.0072506666863934e+00,9.8839737687690743e-01,1.0254334785270922e+00
6.1100000000000000e+02,1.0069154277019998e+00,9.8897171039303289e-01,1.0260167234733537e+00
6.1200000000000000e+02,1.0074942169331933e+00,9.8874591131635958e-01,1.0257434061782784e+00
6.1300000000000000e+02,1.0072446587473189e+00,9.8858220261820107e-01,1.0255269435178727e+00
6.1400000000000000e+02,1.0070545730680369e+00,9.8920877519284889e-01,1.0261782419360024e+00
6.1500000000000000e+02,1.0076935085644256e+00,9.8982353972101655e-01,1.0268141707807628e+00
6.1600000000000000e+02,1.0083188552508897e+00,9.9018915487842951e-01,1.0271450110667664e+00
6.1700000000000000e+02,1.0086670829725979e+00,9.8993107013162729e-01,1.0268434045670645e+00
6.1800000000000000e+02,1.0083872373493459e+00,9.8965456959559439e-01,1.0265256432237704e+00
6.1900000000000000e+02,1.0080901064096823e+00,9.9027483470037381e-01,1.0271696035821856e+00
6.2000000000000000e+02,1.0087222191412797e+00,9.9058023205205281e-01,1.0274323919168051e+00
6.2100000000000000e+02,1.0090063119844290e+00,9.9119059373215379e-01,1.0280637845908913e+00
6.2200000000000000e+02,1.0096271891615225e+00,9.9109974136420576e-01,1.0279166947630527e+00
6.2300000000000000e+02,1.0095082180636292e+00,9.9074357263301494e-01,1.0275302811192208e+00
6.2400000000000000e+02,1.0091369268761179e+00,9.9070627929258148e-01,1.0274350460837445e+00
6.2500000000000000e+02,1.0090706626881629e+00,9.9108797279118122e-01,1.0277861377245836e+00
6.2600000000000000e+02,1.0094370552578824e+00,9.9092587321317693e-01,1.0275728817121437e+00
6.2700000000000000e+02,1.0092493774626603e+00,9.9082942288497422e-01,1.0274213004781796e+00
6.2800000000000000e+02,1.0091253616815770e+00,9.9137781775668021e-01,1.0279752496793375e+00
6.2900000000000000e+02,1.0096765337180089e+00,9.9107104129932944e-01,1.0276325158663808e+00
6.3000000000000000e+02,1.0093517785828552e+00,9.9060474640783769e-01,1.0271550412090094e+00
6.3100000000000000e+02,1.0088798938084236e+00,9.9037119732948231e-01,1.0268773895745518e+00
6.3200000000000000e+02,1.0086242934520171e+00,9.9093757752836342e-01,1.0274548745119971e+00
6.3300000000000000e+02,1.0091962260201803e+00,9.9056982376905256e-01,1.0270600931793645e+00
6.3400000000000000e+02,1.0088149584742085e+00,9.9020381032883176e-01,1.0266669385908380e+00
6.3500000000000000e+02,1.0084353744598349e+00,9.9075661009254734e-01,1.0272276626609473e+00
6.3600000000000000e+02,1.0089921363767473e+00,9.9064793619490454e-01,1.0270655945318052e+00
6.3700000000000000e+02,1.0088567653633549e+00,9.9103250859855352e-01,1.0274220349096774e+00
6.3800000000000000e+02,1.0092272717541155e+00,9.9123426774957246e-01,1.0275734287222063e+00
6.3900000000000000e+02,1.0094038482358894e+00,9.9154333614622425e-01,1.0278434369168017e+00
6.4000000000000000e+02,1.0096933865315130e+00,9.9177658057367335e-01,1.0280293459068188e+00
6.4100000000000000e+02,1.0099029632402461e+00,9.9135889331881266e-01,1.0275937455258197e+00
6.4200000000000000e+02,1.0094763194223162e+00,9.9195535204346863e-01,1.0282119788517992e+00
6.4300000000000000e+02,1.0100836654476339e+00,9.9159844505521855e-01,1.0278278518341653e+00
6.4400000000000000e+02,1.0097131484446920e+00,9.9124429736446784e-01,1.0274462240478139e+00
6.4500000000000000e+02,1.0093452607061408e+00,9.9088404510689321e-01,1.0270595216737330e+00
6.4600000000000000e+02,1.0089717833903131e+00,9.9064306800012947e-01,1.0267771702217994e+00
6.4700000000000000e+02,1.0087101191109644e+00,9.9102497121006494e-01,1.0271321637694630e+00
6.4800000000000000e+02,1.0090785674897640e+00,9.9059724958446904e-01,1.0266891189117737e+00
6.4900000000000000e+02,1.0086431842481214e+00,9.9017957670754553e-01,1.0262545521163577e+00
6.5000000000000000e+02,1.0082170644119517e+00,9.8995298317962510e-01,1.0259856152735705e+00
6.5100000000000000e+02,1.0079692992265978e+00,9.8947914979652729e-01,1.0255050399570020e+00
6.5200000000000000e+02,1.0074920948767647e+00,9.8928967019842828e-01,1.0252699976717747e+00
6.5300000000000000e+02,1.0072798339351015e+00,9.8986356966850431e-01,1.0258612839183738e+00
6.5400000000000000e+02,1.0078624267934391e+00,9.8980370460922928e-01,1.0257480590627126e+00
6.5500000000000000e+02,1.0077758818359710e+00,9.8957084133183126e-01,1.0254741246960586e+00
6.5600000000000000e+02,1.0075224830139449e+00,9.8993066414352737e-01,1.0258047978296312e+00
6.5700000000000000e+02,1.0078677309865793e+00,9.8962876552647017e-01,1.0254700722496854e+00
6.5800000000000000e+02,1.0075494188880778e+00,9.8963121948925725e-01,1.0254182693053555e+00
6.5900000000000000e+02,1.0075247443973063e+00,9.9021379494636208e-01,1.0260220856847801e+00
6.6000000000000000e+02,1.0081179403155711e+00,9.9013173770968554e-01,1.0258883531776068e+00
6.6100000000000000e+02,1.0080100454436463e+00,9.8979441110339073e-01,1.0255234898953840e+00
6.6200000000000000e+02,1.0076589504993874e+00,9.8953246435365760e-01,1.0252245604783845e+00
6.6300000000000000e+02,1.0073785124160211e+00,9.8919540117427007e-01,1.0248602097374564e+00
6.6400000000000000e+02,1.0070278054558632e+00,9.8936585848268521e-01,1.0249816232942011e+00
6.6500000000000000e+02,1.0071737408884431e+00,9.8896320011845973e-01,1.0245619386354758e+00
6.6600000000000000e+02,1.0067625693769677e+00,9.8953767526692282e-01,1.0251567327224647e+00
6.6700000000000000e+02,1.0073472039946938e+00,9.9011491574979493e-01,1.0257550994132614e+00
6.6800000000000000e+02,1.0079350075815281e+00,9.8978081870294488e-01,1.0253937814135441e+00
6.6900000000000000e+02,1.0075873000582445e+00,9.8950735791328215e-01,1.0250854196729220e+00
6.7000000000000000e+02,1.0072963887931021e+00,9.9003746564347950e-01,1.0256241232234711e+00
6.7100000000000000e+02,1.0078307944334752e+00,9.8963612186917527e-01,1.0252060451426277e+00
6.7200000000000000e+02,1.0074210835059014e+00,9.8956881991211210e-01,1.0250877503997073e+00
6.7300000000000000e+02,1.0073282851559098e+00,9.9013641966096200e-01,1.0256746555385303e+00
6.7400000000000000e+02,1.0079055375997461e+00,9.8970323506027991e-01,1.0252304073622571e+00
6.7500000000000000e+02,1.0074668212112685e+00,9.8933105561249957e-01,1.0248373202732211e+00
6.7600000000000000e+02,1.0070841879428603e+00,9.8952579690126752e-01,1.0249859942120942e+00
6.7700000000000000e+02,1.0072558955566808e+00,9.9003010376164868e-01,1.0254933984542858e+00
6.7800000000000000e+02,1.0077617511079673e+00,9.9016337085689843e-01,1.0255769836664572e+00
6.7900000000000000e+02,1.0078701772616778e+00,9.9010384381956451e-01,1.0254669373450744e+00
6.8000000000000000e+02,1.0077853905823195e+00,9.8989292317853783e-01,1.0252156882430268e+00
6.8100000000000000e+02,1.0075543057107823e+00,9.9030882472629411e-01,1.0256160045720626e+00
6.8200000000000000e+02,1.0079624146491784e+00,9.9012208145364355e-01,1.0253869700683242e+00
6.8300000000000000e+02,1.0077545257609839e+00,9.9042130283596330e-01,1.0256519692257378e+00
6.8400000000000000e+02,1.0080366360308506e+00,9.9029350976885544e-01,1.0254777179589452e+00
6.8500000000000000e+02,1.0078856138639003e+00,9.9050987972714377e-01,1.0256510902756852e+00
6.8600000000000000e+02,1.0080804850014145e+00,9.9105567733353339e-01,1.0262127017391089e+00
6.8700000000000000e+02,1.0086341895363211e+00,9.9130901435557583e-01,1.0264268774100918e+00
6.8800000000000000e+02,1.0088679458828338e+00,9.9116455178148599e-01,1.0262375391321308e+00
6.8900000000000000e+02,1.0087010454568084e+00,9.9133126927641368e-01,1.0263579404945573e+00
6.9000000000000000e+02,1.0088446048854856e+00,9.9169840008534837e-01,1.0267021151531384e+00
6.9100000000000000e+02,1.0092002576192434e+00,9.9157279245478469e-01,1.0265307627016451e+00
6.9200000000000000e+02,1.0090517775782148e+00,9.9151198191381429e-01,1.0264211043741560e+00
6.9300000000000000e+02,1.0089665431439852e+00,9.9198943042068433e-01,1.0268983653943347e+00
6.9400000000000000e+02,1.0094438979075095e+00,9.9172551682738674e-01,1.0266015202440046e+00
6.9500000000000000e+02,1.0091635185356957e+00,9.9148134845203195e-01,1.0263223244752999e+00
6.9600000000000000e+02,1.0089018364636659e+00,9.9203277841883497e-01,1.0268931274024318e+00
6.9700000000000000e+02,1.0094629529106334e+00,9.9232952772513550e-01,1.0271572624992411e+00
6.9800000000000000e+02,1.0097433951121884e+00,9.9287253159158795e-01,1.0277175014527831e+00
6.9900000000000000e+02,1.0102950165221856e+00,9.9253815080402019e-01,1.0273597390582279e+00
7.0000000000000000e+02,1.0099489449311241e+00,9.9227492436268694e-01,1.0270640642839717e+00
7.0100000000000000e+02,1.0096694943233293e+00,9.9277812309707247e-01,1.0275743716591319e+00
7.0200000000000000e+02,1.0101762473781022e+00,9.9327023814457205e-01,1.0280709008707571e+00
7.0300000000000000e+02,1.0106705695076645e+00,9.9381314794525577e-01,1.0286315256146450e+00
7.0400000000000000e+02,1.0112223367799504e+00,9.9360630533515715e-01,1.0283865544044872e+00
7.0500000000000000e+02,1.0109964298698222e+00,9.9330047770048535e-01,1.0280539640273492e+00
7.0600000000000000e+02,1.0106772208639172e+00,9.9293461931641536e-01,1.0276700079185137e+00
7.0700000000000000e+02,1.0103023136174645e+00,9.9285209433916988e-01,1.0275408982364826e+00
7.0800000000000000e+02,1.0101964962878263e+00,9.9247439171315244e-01,1.0271472020131809e+00
7.0900000000000000e+02,1.0098107968631667e+00,9.9236705530839353e-01,1.0269947685937983e+00
7.1000000000000000e+02,1.0096809119510959e+00,9.9200954639739580e-01,1.0266184163620651e+00
7.1100000000000000e+02,1.0093139813797305e+00,9.9183031491211948e-01,1.0263993788156520e+00
7.1200000000000000e+02,1.0091148468638858e+00,9.9156889275519478e-01,1.0261065375926188e+00
7.1300000000000000e+02,1.0088377151739067e+00,9.9144032426010142e-01,1.0259346181132913e+00
7.1400000000000000e+02,1.0086874711866964e+00,9.9102244451001686e-01,1.0255081674767368e+00
7.1500000000000000e+02,1.0082653059933768e+00,9.9090332641989221e-01,1.0253453130197703e+00
7.1600000000000000e+02,1.0081243197198313e+00,9.9062567774794763e-01,1.0250386620603837e+00
7.1700000000000000e+02,1.0078321699041657e+00,9.9083250652277788e-01,1.0252053478021128e+00
7.1800000000000000e+02,1.0080189271624453e+00,9.9078834895293144e-01,1.0251144036962920e+00
7.1900000000000000e+02,1.0079513763246117e+00,9.9067524879202851e-01,1.0249577014019604e+00
7.2000000000000000e+02,1.0078164750969945e+00,9.9057270447498791e-01,1.0248110865774591e+00
7.2100000000000000e+02,1.0076918955262235e+00,9.9026888064144836e-01,1.0244822853171847e+00
7.2200000000000000e+02,1.0073755829793165e+00,9.9060978898578700e-01,1.0248002332959354e+00
7.2300000000000000e+02,1.0077050111408612e+00,9.9046478689620254e-01,1.0246141637927824e+00
7.2400000000000000e+02,1.0075394753444924e+00,9.9090154739671477e-01,1.0250462547670780e+00
7.2500000000000000e+02,1.0079739010818964e+00,9.9125705242264861e-01,1.0253815630004657e+00
7.2600000000000000e+02,1.0083193077115571e+00,9.9122628786349054e-01,1.0253045138865176e+00
7.2700000000000000e+02,1.0082654008750040e+00,9.9150332035661748e-01,1.0255501280665573e+00
7.2800000000000000e+02,1.0085267242115874e+00,9.9122041755727308e-01,1.0252403338473568e+00
7.2900000000000000e+02,1.0082303757023150e+00,9.9098140824460834e-01,1.0249694004192909e+00
7.3000000000000000e+02,1.0079754043319495e+00,9.9127279991660933e-01,1.0252316120818294e+00
7.3100000000000000e+02,1.0082522059992194e+00,9.9115121631602499e-01,1.0250682293949716e+00
7.3200000000000000e+02,1.0081097228554983e+00,9.9080800462156060e-01,1.0247068486598516e+00
7.3300000000000000e+02,1.0077574266407061e+00,9.9105176450060817e-01,1.0249160480078241e+00
7.3400000000000000e+02,1.0079839062542162e+00,9.9070725997083153e-01,1.0245537894266317e+00
7.3500000000000000e+02,1.0076305246987316e+00,9.9049586241593035e-01,1.0243082511393720e+00
7.3600000000000000e+02,1.0074020567776512e+00,9.9015998088929191e-01,1.0239535695975333e+00
7.3700000000000000e+02,1.0070567752434125e+00,9.9029126042408466e-01,1.0240417968452924e+00
7.3800000000000000e+02,1.0071665286346885e+00,9.8996200002630563e-01,1.0236930191234979e+00
7.3900000000000000e+02,1.0068275095749017e+00,9.8977524811261630e-01,1.0234702338392425e+00
7.4000000000000000e+02,1.0066227409759294e+00,9.8945394538844522e-01,1.0231285085308433e+00
7.4100000000000000e+02,1.0062912269596442e+00,9.8970529480876135e-01,1.0233470668301785e+00
7.4200000000000000e+02,1.0065261808194699e+00,9.8965300570591130e-01,1.0232507600781942e+00
7.4300000000000000e+02,1.0064518828920528e+00,9.8951722373914475e-01,1.0230753554049805e+00
7.4400000000000000e+02,1.0062962895720626e+00,9.9003626907606113e-01,1.0236132327806222e+00
7.4500000000000000e+02,1.0068247509283417e+00,9.8972644989871694e-01,1.0232819103630040e+00
7.4600000000000000e+02,1.0065041801308605e+00,9.9024347931992651e-01,1.0238173663102246e+00
7.4700000000000000e+02,1.0070304228150755e+00,9.8994878840230427e-01,1.0234992663528819e+00
7.4800000000000000e+02,1.0067240273775930e+00,9.8979824635628078e-01,1.0233105202580228e+00
7.4900000000000000e+02,1.0065543833071517e+00,9.8954228780415665e-01,1.0230265810039869e+00
7.5000000000000000e+02,1.0062844344040718e+00,9.8945265979098418e-01,1.0228951692287453e+00
7.5100000000000000e+02,1.0061739145098647e+00,9.8960691541804102e-01,1.0230090835343879e+00
7.5200000000000000e+02,1.0063079994762145e+00,9.8931059220093287e-01,1.0226901609441099e+00
7.5300000000000000e+02,1.0060003765725214e+00,9.8963540762487667e-01,1.0229933959790209e+00
7.5400000000000000e+02,1.0063144018019488e+00,9.8952641963629007e-01,1.0228440671302852e+00
7.5500000000000000e+02,1.0061852433832876e+00,9.8946962992031418e-01,1.0227446137445289e+00
7.5600000000000000e+02,1.0061071218324216e+00,9.8989432145111744e-01,1.0231667137053231e+00
7.5700000000000000e+02,1.0065305175782202e+00,9.8954929893622989e-01,1.0228064953971672e+00
7.5800000000000000e+02,1.0061778971666986e+00,9.8956292754806774e-01,1.0227763226934818e+00
7.5900000000000000e+02,1.0061696251207748e+00,9.8919222490590031e-01,1.0223946387818454e+00
7.6000000000000000e+02,1.0057934318438728e+00,9.8949217793725086e-01,1.0226701109583238e+00
7.6100000000000000e+02,1.0060811444477873e+00,9.8924226187234288e-01,1.0223927457814961e+00
7.6200000000000000e+02,1.0058175038269195e+00,9.8965201099695832e-01,1.0227974593439049e+00
7.6300000000000000e+02,1.0062247351704317e+00,9.8944156588541754e-01,1.0225554889050681e+00
7.6400000000000000e+02,1.0059985273952428e+00,9.8936503330494119e-01,1.0224378568125456e+00
7.6500000000000000e+02,1.0059014450587433e+00,9.8987039016777612e-01,1.0229614699478380e+00
7.6600000000000000e+02,1.0064159300578071e+00,9.8980372935838878e-01,1.0228534369451625e+00
7.6700000000000000e+02,1.0063285831517756e+00,9.8938295398461218e-01,1.0224309302481305e+00
7.6800000000000000e+02,1.0059069421163713e+00,9.8930847407255396e-01,1.0223155695993711e+00
7.6900000000000000e+02,1.0058120218359625e+00,9.8949136436462748e-01,1.0224619000830262e+00
7.7000000000000000e+02,1.0059766322238268e+00,9.8936882211230970e-01,1.0223012656460397e+00
7.7100000000000000e+02,1.0058350438791748e+00,9.8941329404128164e-01,1.0223032045958182e+00
7.7200000000000000e+02,1.0058582493185499e+00,9.8905666540671344e-01,1.0219347187592764e+00
7.7300000000000000e+02,1.0054956920829949e+00,9.8891019100326694e-01,1.0217520929133490e+00
7.7400000000000000e+02,1.0053311419583080e+00,9.8868600937438800e-01,1.0214988617988938e+00
7.7500000000000000e+02,1.0050924355866409e+00,9.8828660537337487e-01,1.0210949277032557e+00
7.7600000000000000e+02,1.0046907665383153e+00,9.8825203741261169e-01,1.0210188520770573e+00
7.7700000000000000e+02,1.0046354447448345e+00,9.8796349351391577e-01,1.0207091631349949e+00
7.7800000000000000e+02,1.0043363283244553e+00,9.8846218797333552e-01,1.0212262932498379e+00
7.7900000000000000e+02,1.0048442406115867e+00,9.8826886486966115e-01,1.0210012252900149e+00
7.8000000000000000e+02,1.0046350450798380e+00,9.8872019771635988e-01,1.0214591218728781e+00
7.8100000000000000e+02,1.0050896597946191e+00,9.8918816318360558e-01,1.0219377482217056e+00
7.8200000000000000e+02,1.0055629557026555e+00,9.8914593705243437e-01,1.0218546179221184e+00
7.8300000000000000e+02,1.0055002774872763e+00,9.8940678167162510e-01,1.0220880877425842e+00
7.8400000000000000e+02,1.0057474347071047e+00,9.8906181901253254e-01,1.0217304891294143e+00
7.8500000000000000e+02,1.0053961540709735e+00,9.8873594644788976e-01,1.0213892115688104e+00
7.8600000000000000e+02,1.0050625790083501e+00,9.8869657972867109e-01,1.0213091924204905e+00
7.8700000000000000e+02,1.0050028860745808e+00,9.8845825818718580e-01,1.0210443893289871e+00
7.8800000000000000e+02,1.0047513237580865e+00,9.8821133842680231e-01,1.0207720575262980e+00
7.8900000000000000e+02,1.0044916979765501e+00,9.8820075195893609e-01,1.0207204828917706e+00
7.9000000000000000e+02,1.0044606174253534e+00,9.8851677495062740e-01,1.0210175897636220e+00
7.9100000000000000e+02,1.0047671823571247e+00,9.8823216504087752e-01,1.0207124887866699e+00
7.9200000000000000e+02,1.0044723269137736e+00,9.8791463911846100e-01,1.0203790529947911e+00
7.9300000000000000e+02,1.0041468460566261e+00,9.8831994284722147e-01,1.0207821068722644e+00
7.9400000000000000e+02,1.0045510248597429e+00,9.8806105199619565e-01,1.0204997140652521e+00
7.9500000000000000e+02,1.0042803830307239e+00,9.8796815502996482e-01,1.0203690248848147e+00
7.9600000000000000e+02,1.0041685899573898e+00,9.8783014524890744e-01,1.0201960925619586e+00
7.9700000000000000e+02,1.0040131189054331e+00,9.8784420418865859e-01,1.0201696018420765e+00
7.9800000000000000e+02,1.0040069030153675e+00,9.8817312655200773e-01,1.0204825369418145e+00
7.9900000000000000e+02,1.0043278317469111e+00,9.8790035380159202e-01,1.0201884726672785e+00
8.0000000000000000e+02,1.0040444132344353e+00,9.8806324503864684e-01,1.0203160736211101e+00
8.0100000000000000e+02,1.0041896593298785e+00,9.8796392858953352e-01,1.0201798455389819e+00
8.0200000000000000e+02,1.0040718870642578e+00,9.8809310343822587e-01,1.0202718165784150e+00
8.0300000000000000e+02,1.0041824600083205e+00,9.8773757075544655e-01,1.0199072014401169e+00
8.0400000000000000e+02,1.0038223860977817e+00,9.8783365083182384e-01,1.0199647279810375e+00
8.0500000000000000e+02,1.0038991894064306e+00,9.8752454930969380e-01,1.0196397841450797e+00
8.0600000000000000e+02,1.0035821667273868e+00,9.8717438314769568e-01,1.0192799564017392e+00
8.0700000000000000e+02,1.0032271697747175e+00,9.8720954033877495e-01,1.0192754351220963e+00
8.0800000000000000e+02,1.0032424877304356e+00,9.8714706526495244e-01,1.0191749149264864e+00
8.0900000000000000e+02,1.0031609900957195e+00,9.8703177963198729e-01,1.0190243276825905e+00
8.1000000000000000e+02,1.0030280536572889e+00,9.8751224511036961e-01,1.0195228312457441e+00
8.1100000000000000e+02,1.0035175381780568e+00,9.8743699257750817e-01,1.0194102732111270e+00
8.1200000000000000e+02,1.0034236328943176e+00,9.8730869443100566e-01,1.0192477286711501e+00
8.1300000000000000e+02,1.0032782115510779e+00,9.8734045077832444e-01,1.0192402834185954e+00
8.1400000000000000e+02,1.0032903670984599e+00,9.8711409577027431e-01,1.0189885471089954e+00
8.1500000000000000e+02,1.0030513214396348e+00,9.8678080690081948e-01,1.0186438809008624e+00
8.1600000000000000e+02,1.0027123439008410e+00,9.8710728020991012e-01,1.0189559210579067e+00
8.1700000000000000e+02,1.0030316006339084e+00,9.8747387278818854e-01,1.0193153519828062e+00
8.1800000000000000e+02,1.0033946123854973e+00,9.8768755083097926e-01,1.0194997068713425e+00
8.1900000000000000e+02,1.0035936288511609e+00,9.8752755820217075e-01,1.0193083705393375e+00
8.2000000000000000e+02,1.0034179643707541e+00,9.8775748098086225e-01,1.0195108831209352e+00
8.2100000000000000e+02,1.0036341820508987e+00,9.8756670312429573e-01,1.0192916432600236e+00
8.2200000000000000e+02,1.0034291731921596e+00,9.8737463621720267e-01,1.0190713229306498e+00
8.2300000000000000e+02,1.0032229795739263e+00,9.8719936554770327e-01,1.0188663458411094e+00
8.2400000000000000e+02,1.0030328556944064e+00,9.8743993802826047e-01,1.0190811069186130e+00
8.2500000000000000e+02,1.0032605224734368e+00,9.8744179289496725e-01,1.0190447276399863e+00
8.2600000000000000e+02,1.0032432602674768e+00,9.8732632362454165e-01,1.0188953085970061e+00
8.2700000000000000e+02,1.0031108161107738e+00,9.8720936045461805e-01,1.0187445782789510e+00
8.2800000000000000e+02,1.0029769693667845e+00,9.8767929561649204e-01,1.0192322802499412e+00
8.2900000000000000e+02,1.0034557879332167e+00,9.8751077984246061e-01,1.0190339402666166e+00
8.3000000000000000e+02,1.0032723600545386e+00,9.8730836427804025e-01,1.0188049296048600e+00
8.3100000000000000e+02,1.0030566469414501e+00,9.8697963860251503e-01,1.0184655555552116e+00
8.3200000000000000e+02,1.0027225970788634e+00,9.8744773487942761e-01,1.0189513065842322e+00
8.3300000000000000e+02,1.0031995207318298e+00,9.8790049525232115e-01,1.0194177672857672e+00
8.3400000000000000e+02,1.0036591312690442e+00,9.8834952382632557e-01,1.0198795683167459e+00
8.3500000000000000e+02,1.0041145460715357e+00,9.8825888831863751e-01,1.0197540631824558e+00
8.3600000000000000e+02,1.0040064757505467e+00,9.8862799061980033e-01,1.0201183182188351e+00
8.3700000000000000e+02,1.0043731544193177e+00,9.8908149875436746e-01,1.0205859606396255e+00
8.3800000000000000e+02,1.0048337296969965e+00,9.8908117949198204e-01,1.0205481798632927e+00
8.3900000000000000e+02,1.0048146796776374e+00,9.8944989857810572e-01,1.0209121930567848e+00
8.4000000000000000e+02,1.0051810458174453e+00,9.8985194790388153e-01,1.0213165013447023e+00
8.4100000000000000e+02,1.0055842246242919e+00,9.8966147537352489e-01,1.0210988273099515e+00
8.4200000000000000e+02,1.0053801513417382e+00,9.9012142899694155e-01,1.0215749824550644e+00
8.4300000000000000e+02,1.0058482057260030e+00,9.8977769039390517e-01,1.0212234794663906e+00
8.4400000000000000e+02,1.0055005849301479e+00,9.8941457865768612e-01,1.0208557608274271e+00
8.4500000000000000e+02,1.0051351697425566e+00,9.8906411691713825e-01,1.0204987003944597e+00
8.4600000000000000e+02,1.0047814086557989e+00,9.8871562500177090e-01,1.0201433507634248e+00
8.4700000000000000e+02,1.0044294878825979e+00,9.8840263023728547e-01,1.0198181752281876e+00
8.4800000000000000e+02,1.0041104027327366e+00,9.8806082421843477e-01,1.0194685794983025e+00
8.4900000000000000e+02,1.0037647018583686e+00,9.8851890268877640e-01,1.0199428193765294e+00
8.5000000000000000e+02,1.0042308610326529e+00,9.8833685539147298e-01,1.0197332203003346e+00
8.5100000000000000e+02,1.0040350378459038e+00,9.8819390896969528e-01,1.0195595556077230e+00
8.5200000000000000e+02,1.0038767322887092e+00,9.8816545065212935e-01,1.0194948577219032e+00
8.5300000000000000e+02,1.0038301541870163e+00,9.8787676844626005e-01,1.0191910073944774e+00
8.5400000000000000e+02,1.0035338879203688e+00,9.8755370876928827e-01,1.0188577341521903e+00
8.5500000000000000e+02,1.0032057214607393e+00,9.8798525141344040e-01,1.0192994629501566e+00
8.5600000000000000e+02,1.0036423571817985e+00,9.8767938904271346e-01,1.0189809631195215e+00
8.5700000000000000e+02,1.0033301760811175e+00,9.8798709497262616e-01,1.0192743500651251e+00
8.5800000000000000e+02,1.0036307225188756e+00,9.8823941608181398e-01,1.0195045375465930e+00
8.5900000000000000e+02,1.0038719768142035e+00,9.8822056819816873e-01,1.0194496687085477e+00
8.6000000000000000e+02,1.0038351184533583e+00,9.8807194527311171e-01,1.0192713486761809e+00
8.6100000000000000e+02,1.0036716469746463e+00,9.8831461041230029e-01,1.0194909735974393e+00
8.6200000000000000e+02,1.0039027920048698e+00,9.8799047832890829e-01,1.0191573583391553e+00
8.6300000000000000e+02,1.0035739183340318e+00,9.8778103653744076e-01,1.0189239286935821e+00
8.6400000000000000e+02,1.0033524826155114e+00,9.8785023053286036e-01,1.0189577741470626e+00
8.6500000000000000e+02,1.0034040023399615e+00,9.8807299842404128e-01,1.0191555385807531e+00
8.6600000000000000e+02,1.0036142685023972e+00,9.8772229050856075e-01,1.0187998039064572e+00
8.6700000000000000e+02,1.0032610472075090e+00,9.8784902737708213e-01,1.0188937468954045e+00
8.6800000000000000e+02,1.0033713871362433e+00,9.8829755339852199e-01,1.0193580600290022e+00
8.6900000000000000e+02,1.0038278067137620e+00,9.8852873941615893e-01,1.0195654357974209e+00
8.7000000000000000e+02,1.0040470876067900e+00,9.8860412806510611e-01,1.0196060234236084e+00
8.7100000000000000e+02,1.0041050757443573e+00,9.8905039253328531e-01,1.0200677748367493e+00
