"outer iteration","expectation estimate","lower bound","upper bound"
2.9000000000000000e+02,9.9690025851653385e-01,9.6970762224054519e-01,1.0240340495828941e+00
2.9100000000000000e+02,9.9687083591171965e-01,9.7006752143530417e-01,1.0242183697133487e+00
2.9200000000000000e+02,9.9714294557432637e-01,9.6905673835894213e-01,1.0231725830460805e+00
2.9300000000000000e+02,9.9611466070251131e-01,9.6832483402790681e-01,1.0223430740596773e+00
2.9400000000000000e+02,9.9533395404379210e-01,9.6755397633954598e-01,1.0214835380433442e+00
2.9500000000000000e+02,9.9451875719144511e-01,9.6797894040673427e-01,1.0217429881787712e+00
2.9600000000000000e+02,9.9486096429275273e-01,9.6765764211344474e-01,1.0212635665370033e+00
2.9700000000000000e+02,9.9446060432522398e-01,9.6803861480529296e-01,1.0214773255444769e+00
2.9800000000000000e+02,9.9475797017488488e-01,9.6933951569865040e-01,1.0228571780478566e+00
2.9900000000000000e+02,9.9609834687325349e-01,9.6828698744970276e-01,1.0217876317064667e+00
3.0000000000000000e+02,9.9503730957808467e-01,9.6855618665964505e-01,1.0218838824129075e+00
3.0100000000000000e+02,9.9522003453627628e-01,9.6790775906658022e-01,1.0211296851093583e+00
3.0200000000000000e+02,9.9451872208796932e-01,9.6897519824487843e-01,1.0221836383069904e+00
3.0300000000000000e+02,9.9557941827593444e-01,9.7010178059898522e-01,1.0233196747901563e+00
3.0400000000000000e+02,9.9671072769457081e-01,9.6943504541490955e-01,1.0225526007240449e+00
3.0500000000000000e+02,9.9599382306947726e-01,9.6901345978122522e-01,1.0219922801100434e+00
3.0600000000000000e+02,9.9550286994563431e-01,9.6930588223246650e-01,1.0221184863615693e+00
3.0700000000000000e+02,9.9571218429701791e-01,9.6951435694160848e-01,1.0221577231530790e+00
3.0800000000000000e+02,9.9583604004734372e-01,9.6870084517563282e-01,1.0212783084976320e+00
3.0900000000000000e+02,9.9498957683663247e-01,9.6996771690332839e-01,1.0226244072419581e+00
3.1000000000000000e+02,9.9629606207264321e-01,9.6994731672441648e-01,1.0224362790671282e+00
3.1100000000000000e+02,9.9619179789577239e-01,9.7120338260621442e-01,1.0237687273013829e+00
3.1200000000000000e+02,9.9748605495379872e-01,9.7174208460475109e-01,1.0241718939821791e+00
3.1300000000000000e+02,9.9795698929346510e-01,9.7237635748807238e-01,1.0246876192191063e+00
3.1400000000000000e+02,9.9853198835358936e-01,9.7331084056882444e-01,1.0255781906555688e+00
3.1500000000000000e+02,9.9944451561219660e-01,9.7450470067332395e-01,1.0268251141830189e+00
3.1600000000000000e+02,1.0006649074281715e+00,9.7573070138175111e-01,1.0281185777810384e+00
3.1700000000000000e+02,1.0019246395813948e+00,9.7492246192240295e-01,1.0272487376882167e+00
3.1800000000000000e+02,1.0010855998053099e+00,9.7603020233334037e-01,1.0283753829742079e+00
3.1900000000000000e+02,1.0022027926537742e+00,9.7631759027991016e-01,1.0285055906815352e+00
3.2000000000000000e+02,1.0024115904807227e+00,9.7598853989725054e-01,1.0280373508863425e+00
3.2100000000000000e+02,1.0020129453917965e+00,9.7699407519068715e-01,1.0290280976581856e+00
3.2200000000000000e+02,1.0030110864244364e+00,9.7819240780747629e-01,1.0302879007290524e+00
3.2300000000000000e+02,1.0042401542682644e+00,9.7765576691559897e-01,1.0296420037248262e+00
3.2400000000000000e+02,1.0036488853202126e+00,9.7842063515798605e-01,1.0303242260511918e+00
3.2500000000000000e+02,1.0043724306045889e+00,9.7883116447291663e-01,1.0305925951325716e+00
3.2600000000000000e+02,1.0047118798027441e+00,9.8001092142692148e-01,1.0318305025222809e+00
3.2700000000000000e+02,1.0059207119746012e+00,9.7956845345053334e-01,1.0312675063192465e+00
3.2800000000000000e+02,1.0054179798848899e+00,9.8060674377531110e-01,1.0323091282248515e+00
3.2900000000000000e+02,1.0064579360000814e+00,9.8106120595299928e-01,1.0326291977938482e+00
3.3000000000000000e+02,1.0068452018734237e+00,9.8075823148450725e-01,1.0321908915811087e+00
3.3100000000000000e+02,1.0064745615328079e+00,9.8081210379320605e-01,1.0320899290499719e+00
3.3200000000000000e+02,1.0064510164215890e+00,9.8043672044950658e-01,1.0315892951397092e+00
3.3300000000000000e+02,1.0060130077946079e+00,9.7959673598667496e-01,1.0307073698589146e+00
3.3400000000000000e+02,1.0051520529227949e+00,9.7896146905600667e-01,1.0299884064889395e+00
3.3500000000000000e+02,1.0044749377724731e+00,9.7974157814512464e-01,1.0307003827112873e+00
3.3600000000000000e+02,1.0052209804282060e+00,9.7968589852519605e-01,1.0304960383928583e+00
3.3700000000000000e+02,1.0050909684590272e+00,9.7966271163551477e-01,1.0303239668618724e+00
3.3800000000000000e+02,1.0049933392486936e+00,9.7978071234752040e-01,1.0302928102798532e+00
3.3900000000000000e+02,1.0050367613136868e+00,9.8066685554653865e-01,1.0311451867470611e+00
3.4000000000000000e+02,1.0059060211467998e+00,9.7991828166850470e-01,1.0303403215743598e+00
3.4100000000000000e+02,1.0051293016214322e+00,9.7917675334635768e-01,1.0295416448603338e+00
3.4200000000000000e+02,1.0043591991033458e+00,9.7920573741302463e-01,1.0294240916673436e+00
3.4300000000000000e+02,1.0043149145401842e+00,9.8018718618927148e-01,1.0304069127256867e+00
3.4400000000000000e+02,1.0052970494574791e+00,9.7976219818734589e-01,1.0298716167312751e+00
3.4500000000000000e+02,1.0048169074593105e+00,9.8084187850188786e-01,1.0309915916840495e+00
3.4600000000000000e+02,1.0059167350929688e+00,9.8105295003582793e-01,1.0310611558200002e+00
3.4700000000000000e+02,1.0060570529279140e+00,9.8028175033473874e-01,1.0302431617508001e+00
3.4800000000000000e+02,1.0052624560427694e+00,9.8138621283368666e-01,1.0314008055209478e+00
3.4900000000000000e+02,1.0063935091773173e+00,9.8208575944462051e-01,1.0320246681414460e+00
3.5000000000000000e+02,1.0070552137930333e+00,9.8227123195978472e-01,1.0320699118300787e+00
3.5100000000000000e+02,1.0071705718949318e+00,9.8336207363906547e-01,1.0332110555377587e+00
3.5200000000000000e+02,1.0082865645884120e+00,9.8335428221239873e-01,1.0330629848883459e+00
3.5300000000000000e+02,1.0082086335503724e+00,9.8333299960544962e-01,1.0329025580194615e+00
3.5400000000000000e+02,1.0081177788124556e+00,9.8257523070684760e-01,1.0320994679910718e+00
3.5500000000000000e+02,1.0073373493489597e+00,9.8353409812176495e-01,1.0330622300537520e+00
3.5600000000000000e+02,1.0082981640877584e+00,9.8393862252201858e-01,1.0333464109758790e+00
3.5700000000000000e+02,1.0086425167489488e+00,9.8330135676279240e-01,1.0326411521631600e+00
3.5800000000000000e+02,1.0079712544629762e+00,9.8297302122758357e-01,1.0321985136355045e+00
3.5900000000000000e+02,1.0075857674315440e+00,9.8398540065417817e-01,1.0332381875122401e+00
3.6000000000000000e+02,1.0086117940832091e+00,9.8415887060685003e-01,1.0332769801637109e+00
3.6100000000000000e+02,1.0087179253852805e+00,9.8326958474552650e-01,1.0323770357189568e+00
3.6200000000000000e+02,1.0078233102322416e+00,9.8357593905846818e-01,1.0325573714589631e+00
3.6300000000000000e+02,1.0080666552587156e+00,9.8359384857185894e-01,1.0324410960195216e+00
3.6400000000000000e+02,1.0080174722956903e+00,9.8342970775029670e-01,1.0321512313602166e+00
3.6500000000000000e+02,1.0077904695552566e+00,9.8446534452802437e-01,1.0332296135874623e+00
3.6600000000000000e+02,1.0088474790577433e+00,9.8464237723045334e-01,1.0332757350195074e+00
3.6700000000000000e+02,1.0089590561249804e+00,9.8567994611645726e-01,1.0343583587158438e+00
3.6800000000000000e+02,1.0100191524161506e+00,9.8576987558567875e-01,1.0343164593919865e+00
3.6900000000000000e+02,1.0100431674888326e+00,9.8567308735455283e-01,1.0340925335304512e+00
3.7000000000000000e+02,1.0098828104425019e+00,9.8490081972021004e-01,1.0332882513655020e+00
3.7100000000000000e+02,1.0090945355428560e+00,9.8523022809731364e-01,1.0334991738003547e+00
3.7200000000000000e+02,1.0093647009488342e+00,9.8521111167710795e-01,1.0333517536217720e+00
3.7300000000000000e+02,1.0092814326494399e+00,9.8611109491111970e-01,1.0342521731730121e+00
3.7400000000000000e+02,1.0101816340420660e+00,9.8712872612926406e-01,1.0353135732399767e+00
3.7500000000000000e+02,1.0112211496846204e+00,9.8643125417226962e-01,1.0345705886597156e+00
3.7600000000000000e+02,1.0105009214159926e+00,9.8628627386926537e-01,1.0343046543829408e+00
3.7700000000000000e+02,1.0102954641261030e+00,9.8581067317248849e-01,1.0337448815577919e+00
3.7800000000000000e+02,1.0097777773651402e+00,9.8581254553122932e-01,1.0336208761342722e+00
3.7900000000000000e+02,1.0097167108327507e+00,9.8501639077519898e-01,1.0328034043863881e+00
3.8000000000000000e+02,1.0089098975807935e+00,9.8600824036685097e-01,1.0338339393867675e+00
3.8100000000000000e+02,1.0099210898768092e+00,9.8700825273306569e-01,1.0348759218380141e+00
3.8200000000000000e+02,1.0109420872855399e+00,9.8800202064706832e-01,1.0359093179119858e+00
3.8300000000000000e+02,1.0119556692795271e+00,9.8735234297605357e-01,1.0352080021040002e+00
3.8400000000000000e+02,1.0112801725400269e+00,9.8650649367814491e-01,1.0343537221154704e+00
3.8500000000000000e+02,1.0104301078968076e+00,9.8650077074644715e-01,1.0342247707078731e+00
3.8600000000000000e+02,1.0103627707271601e+00,9.8672337371820884e-01,1.0343283373590846e+00
3.8700000000000000e+02,1.0105258555386467e+00,9.8610475111337725e-01,1.0336543840371581e+00
3.8800000000000000e+02,1.0098795675752676e+00,9.8581008379274027e-01,1.0332568327595888e+00
3.8900000000000000e+02,1.0095334582761646e+00,9.8605523985510724e-01,1.0333860024507131e+00
3.9000000000000000e+02,1.0097206211529102e+00,9.8578791418738854e-01,1.0330142000450804e+00
3.9100000000000000e+02,1.0094010571162344e+00,9.8612119815633670e-01,1.0332397063940990e+00
3.9200000000000000e+02,1.0096804522752179e+00,9.8574751119568294e-01,1.0327747840489445e+00
3.9300000000000000e+02,1.0092611476223137e+00,9.8495110081869119e-01,1.0319643509570415e+00
3.9400000000000000e+02,1.0084577258878664e+00,9.8545728286939394e-01,1.0323867247933305e+00
3.9500000000000000e+02,1.0089220038313622e+00,9.8530500405196986e-01,1.0321230190627675e+00
3.9600000000000000e+02,1.0087140115573687e+00,9.8474370140333056e-01,1.0315011800351521e+00
3.9700000000000000e+02,1.0081224407192413e+00,9.8461858744265185e-01,1.0312639771845127e+00
3.9800000000000000e+02,1.0079412823135823e+00,9.8396687506957259e-01,1.0305698798114209e+00
3.9900000000000000e+02,1.0072683774404967e+00,9.8390499346357863e-01,1.0303938239740640e+00
4.0000000000000000e+02,1.0071494087188213e+00,9.8323649808769242e-01,1.0296874309520423e+00
4.0100000000000000e+02,1.0064619645198674e+00,9.8419319818201401e-01,1.0306864715991144e+00
4.0200000000000000e+02,1.0074398348905642e+00,9.8397992051285943e-01,1.0303694425240209e+00
4.0300000000000000e+02,1.0071746815184401e+00,9.8363783256818016e-01,1.0299373390215674e+00
4.0400000000000000e+02,1.0067875857948738e+00,9.8332740780703209e-01,1.0295337398913906e+00
4.0500000000000000e+02,1.0064305738492114e+00,9.8346041247058846e-01,1.0295539111618495e+00
4.0600000000000000e+02,1.0065071618162189e+00,9.8367716146580209e-01,1.0296617997204667e+00
4.0700000000000000e+02,1.0066694805931344e+00,9.8316464979268625e-01,1.0290860238222819e+00
4.0800000000000000e+02,1.0061253368074841e+00,9.8410635789150869e-01,1.0300703531962834e+00
4.0900000000000000e+02,1.0070883555438961e+00,9.8411458579851130e-01,1.0299668530942743e+00
4.1000000000000000e+02,1.0070407194463928e+00,9.8392001149281461e-01,1.0296707984910385e+00
4.1100000000000000e+02,1.0067954049919265e+00,9.8355421054241676e-01,1.0292218145036161e+00
4.1200000000000000e+02,1.0063880125230165e+00,9.8326927700451050e-01,1.0288447347299012e+00
4.1300000000000000e+02,1.0060570058672058e+00,9.8368795131327580e-01,1.0291770881620768e+00
4.1400000000000000e+02,1.0064325197376762e+00,9.8412489111969459e-01,1.0295308035947350e+00
4.1500000000000000e+02,1.0068278473572148e+00,9.8423503045473426e-01,1.0295323214832197e+00
4.1600000000000000e+02,1.0068836759689770e+00,9.8431597601077914e-01,1.0295047612896007e+00
4.1700000000000000e+02,1.0069103686501899e+00,9.8487820135080884e-01,1.0300070165051951e+00
4.1800000000000000e+02,1.0074426089280020e+00,9.8479213019356870e-01,1.0298164952893887e+00
4.1900000000000000e+02,1.0073043127414787e+00,9.8467271321712979e-01,1.0295948397997308e+00
4.2000000000000000e+02,1.0071337765084303e+00,9.8526991702699818e-01,1.0301412223762647e+00
4.2100000000000000e+02,1.0077055697016315e+00,9.8604526311333518e-01,1.0309125157908816e+00
4.2200000000000000e+02,1.0084788894521084e+00,9.8552411604784085e-01,1.0303367762493241e+00
4.2300000000000000e+02,1.0079304461485825e+00,9.8612487387220793e-01,1.0308887625287551e+00
4.2400000000000000e+02,1.0085068182004815e+00,9.8672202368462558e-01,1.0314368244108407e+00
4.2500000000000000e+02,1.0090794240477332e+00,9.8738703484895884e-01,1.0320691047373325e+00
4.2600000000000000e+02,1.0097280697931457e+00,9.8828127513195718e-01,1.0330019767158276e+00
4.2700000000000000e+02,1.0106416259238924e+00,9.8809101018165135e-01,1.0327169264257816e+00
4.2800000000000000e+02,1.0104039683037165e+00,9.8849162282820968e-01,1.0330357902330110e+00
4.2900000000000000e+02,1.0107637065306103e+00,9.8891452115427969e-01,1.0333804970814462e+00
4.3000000000000000e+02,1.0111475091178630e+00,9.8979810611954488e-01,1.0343013320270245e+00
4.3100000000000000e+02,1.0120497190732847e+00,9.9057355867594621e-01,1.0350775620712054e+00
4.3200000000000000e+02,1.0128255603735759e+00,9.9095677237402024e-01,1.0353781721735704e+00
4.3300000000000000e+02,1.0131674722737953e+00,9.9086411281024789e-01,1.0351866509296475e+00
4.3400000000000000e+02,1.0130253818699477e+00,9.9010246839590621e-01,1.0344237258738931e+00
4.3500000000000000e+02,1.0122630971348996e+00,9.8969596457215625e-01,1.0339491938637810e+00
4.3600000000000000e+02,1.0118225792179687e+00,9.8946833122779321e-01,1.0336331232618008e+00
4.3700000000000000e+02,1.0115507272447970e+00,9.9015725584015546e-01,1.0343012308969997e+00
4.3800000000000000e+02,1.0122292433685776e+00,9.8973046974093759e-01,1.0338105024561821e+00
4.3900000000000000e+02,1.0117704860985599e+00,9.9059515855729108e-01,1.0347104932475302e+00
4.4000000000000000e+02,1.0126528259024106e+00,9.9093454776874046e-01,1.0349652126864100e+00
4.4100000000000000e+02,1.0129498802275752e+00,9.9045409577064236e-01,1.0344301108717151e+00
4.4200000000000000e+02,1.0124421033211788e+00,9.9130247254704862e-01,1.0353093923946091e+00
4.4300000000000000e+02,1.0133059324708289e+00,9.9054522137221179e-01,1.0345529215304583e+00
4.4400000000000000e+02,1.0125490714513350e+00,9.9019281360046063e-01,1.0341279854002701e+00
4.4500000000000000e+02,1.0121603995003654e+00,9.9034761777813141e-01,1.0341862651552092e+00
4.4600000000000000e+02,1.0122669414666703e+00,9.9058052800037100e-01,1.0343272261653609e+00
4.4700000000000000e+02,1.0124538770828659e+00,9.9041560259085759e-01,1.0340723874589093e+00
4.4800000000000000e+02,1.0122439950248834e+00,9.8985978211512449e-01,1.0334775485578145e+00
4.4900000000000000e+02,1.0116686653364695e+00,9.8927051768036312e-01,1.0328558797610816e+00
4.5000000000000000e+02,1.0110631987207224e+00,9.8870057566207070e-01,1.0322501634330570e+00
4.5100000000000000e+02,1.0104753695475639e+00,9.8833325314286047e-01,1.0318148930848792e+00
4.5200000000000000e+02,1.0100740731138698e+00,9.8842159669604412e-01,1.0318075404331577e+00
4.5300000000000000e+02,1.0101145685646009e+00,9.8811743060684509e-01,1.0314284716943674e+00
4.5400000000000000e+02,1.0097729511506062e+00,9.8759874757932764e-01,1.0308663704450842e+00
4.5500000000000000e+02,1.0092325590122060e+00,9.8690024138828836e-01,1.0301604496455266e+00
4.5600000000000000e+02,1.0085303455169075e+00,9.8640559384831561e-01,1.0296187959773586e+00
4.5700000000000000e+02,1.0080121949128371e+00,9.8610019663311665e-01,1.0292398573412325e+00
4.5800000000000000e+02,1.0076700269871746e+00,9.8548580264865671e-01,1.0286013156582956e+00
4.5900000000000000e+02,1.0070435591534761e+00,9.8511033741853327e-01,1.0281617064790267e+00
4.6000000000000000e+02,1.0066360219487800e+00,9.8586312505154705e-01,1.0289233035381624e+00
4.6100000000000000e+02,1.0073932142948547e+00,9.8595974468181957e-01,1.0289271697180458e+00
4.6200000000000000e+02,1.0074434571999327e+00,9.8523073516603854e-01,1.0282000372857858e+00
4.6300000000000000e+02,1.0067153862259122e+00,9.8515651458565190e-01,1.0280357531154347e+00
4.6400000000000000e+02,1.0065961338505434e+00,9.8481078633464758e-01,1.0276235369192026e+00
4.6500000000000000e+02,1.0062171616269251e+00,9.8463191603604394e-01,1.0273615137565495e+00
4.6600000000000000e+02,1.0059967148962967e+00,9.8406748046132486e-01,1.0267660161090730e+00
4.6700000000000000e+02,1.0054167482851990e+00,9.8489236671156610e-01,1.0276273830712881e+00
4.6800000000000000e+02,1.0062598748914271e+00,9.8501990355698077e-01,1.0276650267707255e+00
4.6900000000000000e+02,1.0063424651638531e+00,9.8488316959375666e-01,1.0274433440407664e+00
4.7000000000000000e+02,1.0061632568172616e+00,9.8460619175025510e-01,1.0270937204564685e+00
4.7100000000000000e+02,1.0058499561033618e+00,9.8399117377903145e-01,1.0264592103358152e+00
4.7200000000000000e+02,1.0052251920574233e+00,9.8444167587943621e-01,1.0268520855649228e+00
4.7300000000000000e+02,1.0056468807221794e+00,9.8377213686199949e-01,1.0261751076320640e+00
4.7400000000000000e+02,1.0049736222470318e+00,9.8398775548664219e-01,1.0263069243579253e+00
4.7500000000000000e+02,1.0051473399222837e+00,9.8479878192920578e-01,1.0271535800595186e+00
4.7600000000000000e+02,1.0059761809943621e+00,9.8537835957799791e-01,1.0277020276164701e+00
4.7700000000000000e+02,1.0065401935972340e+00,9.8515855049874523e-01,1.0274057603543738e+00
4.7800000000000000e+02,1.0062821554265595e+00,9.8587295807368802e-01,1.0281253564926374e+00
4.7900000000000000e+02,1.0069991572831627e+00,9.8570881212647432e-01,1.0278807781222472e+00
4.8000000000000000e+02,1.0067947951243608e+00,9.8577724234465902e-01,1.0278616434122179e+00
4.8100000000000000e+02,1.0068194428784385e+00,9.8527983056158552e-01,1.0273256330313107e+00
4.8200000000000000e+02,1.0063027317964481e+00,9.8476691944512917e-01,1.0267771064736249e+00
4.8300000000000000e+02,1.0057720129593770e+00,9.8484245189463082e-01,1.0267660309707434e+00
4.8400000000000000e+02,1.0058042414326871e+00,9.8454873387556996e-01,1.0264054799299038e+00
4.8500000000000000e+02,1.0054771069027368e+00,9.8413270310166612e-01,1.0259390441728298e+00
4.8600000000000000e+02,1.0050358736372480e+00,9.8469529293446034e-01,1.0264707718869193e+00
4.8700000000000000e+02,1.0055830324106898e+00,9.8516183233906074e-01,1.0268875655276155e+00
4.8800000000000000e+02,1.0060246989333381e+00,9.8528403935204489e-01,1.0269256261980650e+00
4.8900000000000000e+02,1.0061048327750550e+00,9.8464020271470365e-01,1.0262741280298180e+00
4.9000000000000000e+02,1.0054571653722608e+00,9.8413609054197915e-01,1.0257353659175963e+00
4.9100000000000000e+02,1.0049357282297877e+00,9.8492188659599933e-01,1.0265555221878453e+00
4.9200000000000000e+02,1.0057387043919224e+00,9.8557021578773585e-01,1.0271959558245030e+00
4.9300000000000000e+02,1.0063830858061193e+00,9.8514688564432262e-01,1.0267252302936112e+00
4.9400000000000000e+02,1.0059360579689669e+00,9.8470768261064112e-01,1.0262413723759893e+00
4.9500000000000000e+02,1.0054745274933152e+00,9.8529853453108140e-01,1.0268106854552972e+00
4.9600000000000000e+02,1.0060546099931893e+00,9.8504481818987322e-01,1.0264887720672753e+00
4.9700000000000000e+02,1.0057667951285743e+00,9.8463068249161945e-01,1.0260269602570302e+00
4.9800000000000000e+02,1.0053288213743248e+00,9.8540505852880222e-01,1.0268342957482173e+00
4.9900000000000000e+02,1.0061196771385097e+00,9.8566232442928614e-01,1.0270177053997562e+00
5.0000000000000000e+02,1.0063400149145212e+00,9.8642391114567762e-01,1.0278085246323510e+00
5.0100000000000000e+02,1.0071162178890143e+00,9.8579337317163807e-01,1.0271702027668690e+00
5.0200000000000000e+02,1.0064817879692536e+00,9.8609976888591111e-01,1.0274080877442335e+00
5.0300000000000000e+02,1.0067539283150724e+00,9.8550258081177022e-01,1.0267967895085159e+00
5.0400000000000000e+02,1.0061496851601430e+00,9.8592702585271974e-01,1.0271689712716547e+00
5.0500000000000000e+02,1.0065479985621872e+00,9.8603785777182440e-01,1.0271992243788786e+00
5.0600000000000000e+02,1.0066185410753514e+00,9.8569466536705586e-01,1.0268005217443030e+00
5.0700000000000000e+02,1.0062475935556794e+00,9.8615670556924262e-01,1.0272177541586729e+00
5.0800000000000000e+02,1.0066872298639578e+00,9.8574140411870581e-01,1.0267576168807622e+00
5.0900000000000000e+02,1.0062495104997340e+00,9.8585065366042379e-01,1.0267873469750544e+00
5.1000000000000000e+02,1.0063190003177391e+00,9.8592653990167545e-01,1.0267833648531037e+00
5.1100000000000000e+02,1.0063549523773896e+00,9.8549948792076580e-01,1.0263142521614068e+00
5.1200000000000000e+02,1.0059068700410863e+00,9.8582044975832439e-01,1.0265713765975533e+00
5.1300000000000000e+02,1.0061959131779388e+00,9.8606242240462372e-01,1.0267420939229828e+00
5.1400000000000000e+02,1.0064022581638032e+00,9.8611604533163177e-01,1.0267167649952884e+00
5.1500000000000000e+02,1.0064164051634601e+00,9.8599055243418576e-01,1.0265175753515980e+00
5.1600000000000000e+02,1.0062540638928918e+00,9.8584068879172315e-01,1.0262958658542154e+00
5.1700000000000000e+02,1.0060682773229692e+00,9.8565996564693226e-01,1.0260458517549953e+00
5.1800000000000000e+02,1.0058529087009638e+00,9.8610153691369928e-01,1.0264430543692509e+00
5.1900000000000000e+02,1.0062722956414751e+00,9.8684283338263357e-01,1.0272157590751487e+00
5.2000000000000000e+02,1.0070292962288911e+00,9.8693718735762082e-01,1.0272332165953599e+00
5.2100000000000000e+02,1.0070852019764904e+00,9.8767454949487221e-01,1.0280012603319222e+00
5.2200000000000000e+02,1.0078379049133972e+00,9.8714390103328364e-01,1.0274492910393662e+00
5.2300000000000000e+02,1.0072965960363249e+00,9.8786335719493867e-01,1.0281938369748624e+00
5.2400000000000000e+02,1.0080285970849006e+00,9.8846146751177688e-01,1.0287821029200357e+00
5.2500000000000000e+02,1.0086217852159063e+00,9.8892475163458515e-01,1.0292062277772120e+00
5.2600000000000000e+02,1.0090654897058986e+00,9.8859242185810681e-01,1.0288219419807652e+00
5.2700000000000000e+02,1.0087071819194360e+00,9.8816810946647848e-01,1.0283590046172941e+00
5.2800000000000000e+02,1.0082635570418863e+00,9.8786968141219034e-01,1.0280049425245326e+00
5.2900000000000000e+02,1.0079373119683614e+00,9.8738611065856063e-01,1.0274930408654808e+00
5.3000000000000000e+02,1.0074395757620207e+00,9.8691781800301681e-01,1.0269940043206323e+00
5.3100000000000000e+02,1.0069559111618245e+00,9.8700240468720912e-01,1.0270036857268161e+00
5.3200000000000000e+02,1.0070030452070127e+00,9.8691241249270079e-01,1.0268416929957003e+00
5.3300000000000000e+02,1.0068770527442006e+00,9.8763389375925115e-01,1.0275925402139745e+00
5.3400000000000000e+02,1.0076132169866128e+00,9.8783386308265819e-01,1.0277230705956508e+00
5.3500000000000000e+02,1.0077784668391545e+00,9.8839973000845704e-01,1.0282745920512779e+00
5.3600000000000000e+02,1.0083371610298675e+00,9.8830885686781822e-01,1.0281125452219289e+00
5.3700000000000000e+02,1.0082107010448735e+00,9.8776861358759516e-01,1.0275562923365664e+00
5.3800000000000000e+02,1.0076624529620808e+00,9.8723206197832247e-01,1.0270031993498903e+00
5.3900000000000000e+02,1.0071176306641063e+00,9.8692567218098726e-01,1.0266445153537609e+00
5.4000000000000000e+02,1.0067850937673741e+00,9.8740761453115788e-01,1.0270950676098101e+00
5.4100000000000000e+02,1.0072513410704840e+00,9.8740598406495128e-01,1.0270204940994936e+00
5.4200000000000000e+02,1.0072132390822224e+00,9.8768946783848821e-01,1.0272434569790627e+00
5.4300000000000000e+02,1.0074664624087755e+00,9.8725655652925370e-01,1.0267770871584694e+00
5.4400000000000000e+02,1.0070168218438615e+00,9.8732065036618388e-01,1.0267688177177550e+00
5.4500000000000000e+02,1.0070447340419695e+00,9.8735048704687001e-01,1.0267264126989037e+00
5.4600000000000000e+02,1.0070384498728868e+00,9.8718128711485376e-01,1.0264931286533949e+00
5.4700000000000000e+02,1.0068372078841243e+00,9.8682178339733739e-01,1.0260902739922686e+00
5.4800000000000000e+02,1.0064560286948030e+00,9.8629569771651748e-01,1.0255484074196171e+00
5.4900000000000000e+02,1.0059220525680672e+00,9.8595006736294399e-01,1.0251579148768566e+00
5.5000000000000000e+02,1.0055539911199003e+00,9.8552532007585503e-01,1.0247001453148341e+00
5.5100000000000000e+02,1.0051127326953446e+00,9.8507458637473122e-01,1.0242208300003959e+00
5.5200000000000000e+02,1.0046477081875635e+00,9.8461600800823457e-01,1.0237351831893677e+00
5.5300000000000000e+02,1.0041755955988012e+00,9.8412262817257701e-01,1.0232210038912675e+00
5.5400000000000000e+02,1.0036718160319222e+00,9.8382298130948942e-01,1.0228715990503414e+00
5.5500000000000000e+02,1.0033472901799154e+00,9.8450788446768311e-01,1.0235819034252527e+00
5.5600000000000000e+02,1.0040448939464679e+00,9.8416396594671662e-01,1.0231941412748262e+00
5.5700000000000000e+02,1.0036790536107714e+00,9.8485960468816147e-01,1.0239190077159877e+00
5.5800000000000000e+02,1.0043893062020746e+00,9.8464122209985272e-01,1.0236427796178549e+00
5.5900000000000000e+02,1.0041420008588537e+00,9.8420369745030845e-01,1.0231758727868747e+00
5.6000000000000000e+02,1.0036897851185915e+00,9.8378171973616868e-01,1.0227221975065530e+00
5.6100000000000000e+02,1.0032519586213609e+00,9.8326287782564648e-01,1.0221886558698337e+00
5.6200000000000000e+02,1.0027257668477401e+00,9.8274317180017878e-01,1.0216545664153736e+00
5.6300000000000000e+02,1.0021988691077761e+00,9.8259564910134767e-01,1.0214443679017315e+00
5.6400000000000000e+02,1.0020200085015396e+00,9.8265914838318125e-01,1.0214392770599705e+00
5.6500000000000000e+02,1.0020492127215759e+00,9.8269380950274698e-01,1.0214054220833191e+00
5.6600000000000000e+02,1.0020496157930330e+00,9.8283296638961148e-01,1.0214785402034892e+00
5.6700000000000000e+02,1.0021557532965504e+00,9.8351870270209230e-01,1.0221936471992390e+00
5.6800000000000000e+02,1.0028561749506657e+00,9.8351299832594907e-01,1.0221202832817951e+00
5.6900000000000000e+02,1.0028166408038721e+00,9.8375952351129581e-01,1.0223084771107920e+00
5.7000000000000000e+02,1.0030340003110438e+00,9.8364474828121351e-01,1.0221304617185341e+00
5.7100000000000000e+02,1.0028876049998738e+00,9.8405197262810229e-01,1.0225005461389614e+00
5.7200000000000000e+02,1.0032762593835318e+00,9.8414090577959956e-01,1.0225229985975031e+00
5.7300000000000000e+02,1.0033319521885513e+00,9.8476091614832950e-01,1.0231544332465818e+00
5.7400000000000000e+02,1.0039576746974557e+00,9.8502177104397004e-01,1.0233593692850012e+00
5.7500000000000000e+02,1.0041905701644855e+00,9.8494427918922711e-01,1.0232177248811383e+00
5.7600000000000000e+02,1.0040810020351827e+00,9.8561640984823995e-01,1.0239179180217450e+00
5.7700000000000000e+02,1.0047671639349924e+00,9.8528280418250647e-01,1.0235431987711623e+00
5.7800000000000000e+02,1.0044130014768344e+00,9.8481375036756047e-01,1.0230541226870526e+00
5.7900000000000000e+02,1.0039339365273066e+00,9.8503302825096772e-01,1.0232147161903191e+00
5.8000000000000000e+02,1.0041238722206434e+00,9.8514215322010545e-01,1.0232593126711731e+00
